phase,question,trialNum,swatch,response,responseCoded,rt,subid,dateOfBirth,dateOfTest,age,timeOfTest,condition,englishExposure,gender,trialComments,sessionComments
practice,NA,-3,apple_1,skip,NaN,10314,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
practice,NA,-2,apple_2,skip,NaN,2544,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
practice,NA,-1,apple_3,skip,NaN,6241,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
practice,NA,0,apple_1,skip,NaN,10427,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,1,BI2A00035,maybe NO,-0.5,19606,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,2,BI2A00019,definitely YES,1.5,10268,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,3,BI2A00018,definitely YES,1.5,25999,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,4,BI2A00025,definitely NO,-1.5,12323,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,5,BI2A00010,maybe YES,0.5,10697,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,6,BI2A00036,maybe NO,-0.5,14148,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,7,BI2A00027,maybe NO,-0.5,18151,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,8,BI2A00044,definitely NO,-1.5,8798,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,9,BI2A00005,definitely YES,1.5,13866,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,10,BI2A00017,definitely YES,1.5,11053,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,11,BI2A00026,definitely YES,1.5,7227,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
study,Do you think this one is an animal?,12,BI2A00007,definitely YES,1.5,7803,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can hear?,13,BI2A00011,definitely YES,1.5,10234,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can feel happy?,14,BI2A00028,definitely YES,1.5,10305,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,changed from definitely NO to definitely YES,not totally sure of gender
bonus,Do you think this one can think?,15,BI2A00037,maybe YES,0.5,28920,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can remember things?,16,BI2A00006,definitely NO,-1.5,9882,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can feel hungry?,17,BI2A00044,definitely NO,-1.5,17109,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one has feelings?,18,BI2A00021,definitely YES,1.5,8269,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can feel pain?,19,BI2A00026,definitely YES,1.5,6822,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
bonus,Do you think this one can sense things close by?,20,BI2A00046,definitely NO,-1.5,14310,k16,9/9/09,3/26/15,5.545205479,11:42,set3,,m,,not totally sure of gender
